url,crawl_status,status_code,content_type,h1,page_title,meta_description,canonical_tag,robots_txt,redirect_url,meta_robots,x_robots_tag
http://ebooksworldbd.blogspot.com/feeds/2062646836358724683/comments/default,ok,200,application/atom+xml; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/8304031540679486545/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/03/top-horror-books-collection.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/04/top-foreign-writers-bangla-pdf.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2016/01/misir-ali-somogro-humayun-ahmed-pdf.html,ok,200,text/html; charset=UTF-8,,Free eBooks Download: Misir Ali Somogro Humayun Ahmed PDF,,http://ebooksworldbd.blogspot.com/2016/01/misir-ali-somogro-humayun-ahmed-pdf.html,allowed,,,
http://ebooksworldbd.blogspot.com/2014/03/all-bangla-books-of-muhammad-zafar-iqbal.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/03/download-all-masud-rana-series-ebooks.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/03/download-tin-goyanda-series-books.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/11/all-biography-autobiography-collection.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/11/russian-onubad-boi-download-bangla.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/11/all-kuasha-series-collection-bangla-pdf.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/11/all-books-from-sheba-prokasoni-download.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/03/humayun-ahmed-free-ebooks-collection.html,ok,200,text/html; charset=UTF-8,,Free eBooks Download: Humayun Ahmed Free eBooks Collection,,http://ebooksworldbd.blogspot.com/2014/03/humayun-ahmed-free-ebooks-collection.html,allowed,,,
http://ebooksworldbd.blogspot.com/2014/06/robindronath-tagor-kazi-nujrul-islam.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/6134208705719428222/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/758211781854250026/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/05/books-on-liberation-war-and-language.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2016/01/the-bad-beginning-book-download.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/09/imdadul-hak-milon-humayun-azad-muntasir.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/2014/09/zahir-rayhan-ahmed-safa-akhtaruzzaman.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/7384454881364546721/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com//2016/01/imdadul-hak-milon-bangla-pdf-download.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/7621036222148393636/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/3268117402025650295/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/1252250954557009061/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/5550035885268091559/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/3343676132087342849/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/6071664173324842212/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/1695764402753544230/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/5452477728967803832/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/3343676132087342849/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/5452477728967803832/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com//2016/01/j-k-rowling-ebooks-harry-potter-download.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/1083120631094293676/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/4650014461802836718/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/1083120631094293676/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/3268117402025650295/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/5798448609219882405/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/384545517852033442/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com//2016/01/harry-potter-series-english-ebooks.html,service unavailable,503,text/html; charset=UTF-8,Service Unavailable,Service Unavailable,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/4650014461802836718/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/7384454881364546721/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/6189899861284326490/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/7351049489714208359/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/2197182332428112683/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/4552755513223449847/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/5903979715530760979/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/2779430538383960867/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/7621036222148393636/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/4296547570137007877/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
https://ebooksworldbd.blogspot.com/feeds/4701057124835420747/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/6071664173324842212/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
http://ebooksworldbd.blogspot.com/feeds/3059897464405592452/comments/default,service unavailable,503,text/html; charset=UTF-8,,,,,allowed,,,
